[0. 0.]
[0. 1.]
[0.50836433 0.64320927]
[0.98742563 0.61622473]
[0.42224917 0.5513457 ]
[0.44829734 0.41743733]
[0.29895123 0.86874424]
[0.43253731 0.46066867]
[0.13524958 0.70459222]
[0.53667992 0.51147143]
[0.22984933 0.86790279]
[0.0967398  0.96580409]
[0.97821922 0.56051526]
[0.65140966 0.67413811]
[0.79189257 0.937865  ]
[0.24482626 0.47049938]
[0.08668351 0.45212852]
[0.91909234 0.74393141]
[0.87454559 0.04260115]
[0.85559985 0.88187104]
[0.15570378 0.39636132]
[0.2486849  0.92726853]
[0.35940139 0.73621414]
[0.46362812 0.85239544]
[0.05231023 0.01336245]
[0.12280302 0.61200393]
[0.65230661 0.64438635]
[0.06989374 0.26837608]
[0.99073173 0.14874843]
[0.46461816 0.81714835]
[0.12169927 0.75685077]
[0.83916308 0.80683897]
[0.5379145  0.57187196]
[0.17238924 0.2016314 ]
[0.65613009 0.0262483 ]
[0.62519865 0.59240905]
[0.57212649 0.29645483]
[0.60268699 0.82729098]
[0.63085791 0.36449218]
[0.95930147 0.46131367]
[0.34237221 0.37512693]
[0.78191128 0.06029719]
[0.63620962 0.54026755]
[0.61119459 0.41665519]
[0.13093448 0.42771783]
[0.61085458 0.70452392]
[0.64466027 0.53798647]
[0.46386042 0.35984874]
[0.76601144 0.32941585]
[0.81471121 0.80305437]
[0.40118387 0.404034  ]
[0.04011769 0.16966336]
[0.42559448 0.21919219]
[0.45105883 0.10195048]
[0.01183067 0.2926244 ]
[0.42626665 0.5768048 ]
[0.45474415 0.57010279]
[0.08373398 0.67674776]
[0.80723399 0.10940811]
[0.3677755  0.85368317]
[0.05134474 0.82637076]
[0.68437741 0.21154458]
[0.39652794 0.68956213]
[0.78856765 0.67153657]
[0.97814707 0.95706989]
[0.84249127 0.19308606]
[0.38278248 0.90845647]
[0.11056808 0.95919765]
[0.00515508 0.55459907]
[0.05764159 0.76158796]
[0.68280265 0.08652062]
[0.46062244 0.0010211 ]
[0.84367746 0.15738918]
[0.16008438 0.74087417]
[0.84042638 0.10401419]
[0.39695661 0.97381035]
[0.18857871 0.60864965]
[0.64217911 0.15707167]
[0.48686653 0.57492723]
[0.09647718 0.68166221]
[0.35807037 0.00333931]
[0.17775211 0.63651502]
[0.78225732 0.68306703]
[0.53138297 0.11830011]
[0.26546642 0.21220251]
[0.84101852 0.66415356]
[0.59836887 0.15808736]
[0.09413576 0.74524512]
[0.36203247 0.33121017]
[0.67758365 0.53723061]
[0.81154498 0.38509454]
[0.60199143 0.984011  ]
[0.36548964 0.16612199]
[0.15827547 0.94045827]
[0.46128798 0.50359147]
[0.76301246 0.8216705 ]
[0.87925109 0.26140308]
[0.73629433 0.59054816]
[0.19677625 0.35667112]
[0.62380444 0.77692755]
[0.69037995 0.33712823]
[0.51973951 0.79631034]
[0.52147312 0.20521366]
[0.5542939  0.79010942]
[0.76527538 0.69494754]
[0.92719392 0.32371276]
[0.91990144 0.98059027]
[0.48993299 0.51109313]
[0.93231435 0.23504888]
[0.99569841 0.31460205]
[0.89928337 0.52017375]
[0.11902872 0.17794543]
[0.22974671 0.45124842]
[0.08504531 0.57888437]
[0.45019267 0.96242327]
[0.81149465 0.11100256]
[0.33133632 0.41030157]
[0.31470849 0.43712143]
[0.20573539 0.08697257]
[0.62752805 0.47197438]
[0.92596657 0.316065  ]
[0.69606167 0.39260825]
[0.73977516 0.12560023]
[0.93799435 0.34118533]
[0.12253584 0.75466923]
[0.98441821 0.93400363]
[0.88752488 0.60116198]
[0.32518635 0.18428167]
[0.33301086 0.77268082]
[0.91077546 0.87161822]
[0.1437984  0.00962132]
[0.98786321 0.36212962]
[0.51749641 0.92598569]
[0.83129843 0.50426031]
[0.33869014 0.61686158]
[0.86866834 0.34106673]
[0.9635889 0.8692694]
[0.55850097 0.99700641]
[0.40827656 0.67889396]
[0.25264539 0.29900139]
[0.56978105 0.24708319]
[0.91169452 0.44683409]
[0.50386435 0.4840722 ]
[0.28687938 0.18105017]
[0.48506371 0.90433737]
[0.35483647 0.43932896]
[0.13746942 0.78345929]
[0.81157829 0.92354638]
[0.32107902 0.84460507]
[0.08639399 0.700658  ]
[0.31600643 0.663514  ]
[0.62746104 0.83034297]
[0.02010205 0.79749099]
[0.55260884 0.03464948]
[0.48023241 0.2151436 ]
[0.12196731 0.58878545]
