[0. 0. 0.]
[0. 0. 1.]
[0.01337525 0.20534798 0.65347338]
[0.77671251 0.76756422 0.60404596]
[0.46664414 0.29832243 0.2345559 ]
[0.72325836 0.07813165 0.4070814 ]
[0.16511514 0.02312687 0.12723455]
[0.05489429 0.9172974  0.73456955]
[0.14522128 0.93021348 0.28693072]
[0.94667922 0.63362514 0.95411574]
[0.9991503  0.55064129 0.39462611]
[0.15181743 0.56878305 0.30565126]
[0.58799779 0.19881349 0.50280889]
[0.16515682 0.15584319 0.68504848]
[0.25114575 0.20981136 0.49789485]
[0.54193981 0.83601829 0.83213816]
[0.66547178 0.06961669 0.89705219]
[0.13681435 0.46327904 0.09118279]
[0.80670181 0.44618858 0.30743115]
[0.24111278 0.88772426 0.98462056]
[0.19243034 0.05883961 0.90664761]
[0.61810029 0.28278019 0.8730479 ]
[0.26177368 0.19660834 0.34463182]
[0.53624476 0.20868263 0.435556  ]
[0.13980429 0.32332161 0.74948891]
[0.68321092 0.56164713 0.23232658]
[0.45409431 0.46594787 0.40596939]
[0.67000492 0.6716959  0.35351938]
[0.88752531 0.750648   0.19757576]
[0.90347716 0.361974   0.41050838]
[0.89528016 0.57614391 0.00879915]
[0.05609568 0.38654272 0.89811781]
[0.55323751 0.93159306 0.22940459]
[0.78846298 0.9133213  0.76283571]
[0.95186978 0.10000053 0.26746068]
[0.5435196  0.11926016 0.29634698]
[0.78143378 0.2285925  0.82340189]
[0.65928774 0.75941244 0.41142464]
[0.51870241 0.84446473 0.67562199]
[0.90253699 0.61066647 0.04945801]
[0.79165321 0.73259816 0.76874693]
[0.14923813 0.78556332 0.56750461]
[0.69310313 0.06421274 0.43340601]
[0.90599581 0.74542154 0.87724859]
[0.29589559 0.87800193 0.48766941]
[0.14057382 0.38501886 0.83814384]
[0.50460321 0.86678143 0.61155409]
[0.01127367 0.50781334 0.31719957]
[0.91615879 0.10099915 0.41346526]
[0.39667848 0.55966213 0.64453656]
[0.48724799 0.04301178 0.60638833]
[0.16116435 0.12675776 0.40435799]
[0.95286179 0.49917796 0.71433059]
[0.94174211 0.1229429  0.62064271]
[0.43447149 0.68657219 0.41583011]
[0.20552445 0.44210915 0.75578948]
[0.80802679 0.52634912 0.25130722]
[0.99737624 0.93759611 0.36527245]
[0.51646437 0.79384783 0.58926674]
[0.19708807 0.163377   0.28271253]
[0.15816856 0.96457999 0.4200183 ]
[0.67887307 0.66651492 0.72506237]
[0.62725977 0.00282668 0.53033435]
[0.66142315 0.14628924 0.24144078]
[0.30470305 0.16026902 0.01563348]
[0.70459141 0.08036328 0.28694755]
[0.80809265 0.80902261 0.40330687]
[0.07965077 0.62406317 0.66945855]
[0.29791608 0.78257875 0.00847612]
[0.73026576 0.88157035 0.87671538]
[0.87355787 0.97157505 0.08164803]
[0.21740257 0.73298463 0.19588508]
[0.31988568 0.77482702 0.77033726]
[0.23219741 0.95196015 0.86458065]
[0.72449277 0.68678575 0.56478001]
[0.05901543 0.95733375 0.87073342]
[0.90823083 0.68663961 0.12992664]
[0.97195503 0.93739041 0.40737338]
[0.29215268 0.66450921 0.97715416]
[0.8932113  0.10059521 0.21511801]
[0.67812781 0.93317701 0.81478498]
[0.40635831 0.98115434 0.5803325 ]
[0.9190429  0.53835559 0.76343822]
[0.8720687  0.70047459 0.81034946]
[0.608847   0.56215569 0.92952109]
[0.67178802 0.66014659 0.5753677 ]
[0.07857596 0.10611652 0.10210484]
[0.28302388 0.24799875 0.648081  ]
[0.05875665 0.79702648 0.41336241]
[0.15680734 0.9903104  0.40797776]
[0.20673638 0.9581468  0.71425264]
[0.73872296 0.56745866 0.7625512 ]
[0.2492682  0.17441963 0.87728304]
[0.40350299 0.36784538 0.41491396]
[0.09231612 0.93374001 0.3442513 ]
[0.35630223 0.0203242  0.11330323]
[0.57904598 0.09822457 0.02646294]
[0.2599103  0.13016835 0.81015304]
[0.85315766 0.81480051 0.58297816]
[0.1226802  0.47308126 0.02207855]
[0.26228087 0.34634041 0.50985923]
[0.08693529 0.19988995 0.59177696]
[0.40186173 0.47589395 0.02994761]
[0.93831536 0.80194201 0.76417348]
[0.83277083 0.35862685 0.95644208]
[0.92202003 0.17154112 0.04698507]
[0.89744586 0.03356956 0.15682861]
[0.36999291 0.25906698 0.31408964]
[0.80321615 0.77680854 0.62136623]
[0.62314276 0.80160949 0.01842591]
[0.74505571 0.77903971 0.56489739]
[0.44981096 0.4616069  0.58220486]
[0.7563834  0.59519773 0.2214959 ]
[0.40325243 0.02844802 0.07214251]
[0.9246267  0.56572771 0.90789912]
[0.15049771 0.7443563  0.88845086]
[0.38764184 0.95999812 0.28037285]
[0.45485269 0.88122041 0.58221435]
[0.17935738 0.41858874 0.80033403]
[0.79727699 0.63548791 0.30769871]
[0.50441035 0.80210832 0.25507059]
[0.0794867  0.40804745 0.74547477]
[0.59813004 0.01476116 0.81136037]
[0.18618778 0.97105006 0.99932328]
[0.03228405 0.48784301 0.56457717]
[0.93233804 0.00593997 0.32265144]
[0.11112273 0.22914277 0.66613648]
[0.88616948 0.66080496 0.14185357]
[0.80124512 0.88526739 0.29623887]
[0.1622123  0.45215599 0.50809296]
[0.54804402 0.57831605 0.11395732]
[0.07105813 0.23689532 0.30395205]
[0.10742588 0.5344114  0.08619228]
[0.67156541 0.66327907 0.76078889]
[0.807275   0.02350785 0.88550959]
[0.95555039 0.64829145 0.15311531]
[0.93965377 0.82037436 0.98868856]
[0.8900173  0.11229834 0.40246569]
[0.00903636 0.76986192 0.10792427]
[0.40458482 0.30017917 0.95773839]
[0.05721548 0.24477637 0.54501753]
[0.76174693 0.83680459 0.85785892]
[0.82314057 0.57063023 0.2067445 ]
[0.25487135 0.4958057  0.51808772]
[0.19078842 0.36005118 0.7040477 ]
[0.95362026 0.87988782 0.20494974]
[0.45870339 0.89534239 0.00713165]
[0.6326482  0.60052752 0.75524611]
[0.1914433 0.0136009 0.4349025]
[0.52846013 0.12610866 0.69948401]
[0.12635992 0.94084842 0.14121766]
[0.57630521 0.73542465 0.44555349]
[0.59333889 0.68391048 0.41717802]
[0.37170547 0.06167691 0.8708472 ]
[0.1774459  0.39364779 0.56947957]
[0.06209483 0.76355036 0.92968564]
[0.62112312 0.53563682 0.22698327]
[0.79199104 0.57108663 0.93153571]
[0.3060345  0.64018605 0.365023  ]
[0.39786678 0.29685762 0.88587166]
[0.63494587 0.9204236  0.36374259]
[0.82172433 0.16328092 0.5379578 ]
[0.88608986 0.0711841  0.02370538]
[0.07463101 0.92309465 0.14155639]
[0.85633196 0.47573737 0.05815896]
[0.10673222 0.73580367 0.02059515]
[0.93663208 0.62103337 0.29454731]
[0.36596467 0.12266643 0.43078675]
[0.22553413 0.0696735  0.61818798]
[0.43634577 0.13571728 0.08607348]
[0.23609031 0.16309119 0.23597763]
[0.09493623 0.84182286 0.07357781]
[0.00875283 0.5389814  0.28399749]
[0.95326599 0.53442115 0.73126494]
[0.6434242  0.51865791 0.39902524]
[0.11412089 0.84184139 0.78677829]
[0.77628484 0.38435074 0.18082551]
[0.40341684 0.75557788 0.87787852]
[0.48652937 0.81971068 0.94825367]
[0.32266502 0.77662772 0.10186938]
[0.39252527 0.35849485 0.35562692]
[0.90104127 0.82498724 0.53906679]
[0.58917704 0.57591189 0.02954499]
[0.35755896 0.69172285 0.71216735]
[0.51721878 0.41782194 0.05088569]
[0.99177997 0.71482715 0.18286563]
[0.1809292  0.66452188 0.37806877]
[0.56249769 0.01788661 0.12401619]
[0.93897618 0.86350982 0.61460536]
[0.3014056  0.8820896  0.02961577]
[0.88779047 0.81554176 0.38570187]
[0.80163789 0.49644637 0.73759391]
[0.91458628 0.31808999 0.66369896]
[0.94588888 0.61105006 0.05253882]
[0.88721752 0.11895775 0.2246232 ]
[0.24891583 0.69568921 0.58000653]
[0.17420777 0.46514439 0.89300233]
[0.98310338 0.61785333 0.25428764]
[0.03684521 0.26789256 0.95861254]
[0.75322884 0.56112075 0.3087316 ]
[0.13664424 0.34037804 0.22942278]
[0.1744375  0.24851835 0.17530167]
[0.64168694 0.54040576 0.38794804]
[0.60918323 0.80649617 0.2136387 ]
[0.88740908 0.18162475 0.32216689]
[0.51042524 0.45841138 0.45064063]
[0.36553221 0.8197006  0.47631659]
[0.90941102 0.16584768 0.61134667]
[0.20564486 0.50822091 0.79800944]
[0.66679941 0.36065837 0.45506787]
[0.08833931 0.75446776 0.56340551]
[0.47269237 0.3852267  0.48153909]
[0.32667586 0.64490155 0.55802104]
[0.70920925 0.28331333 0.02845188]
[0.09973427 0.40551568 0.27974676]
[0.03382995 0.34380848 0.10496128]
[0.2386433  0.64546334 0.30821032]
[0.57540648 0.42774078 0.07031937]
[0.55132277 0.64237748 0.14899095]
[0.47570403 0.39867817 0.00572013]
[0.66060501 0.82790661 0.78733603]
[0.25235286 0.9222549  0.65952874]
[0.93695826 0.90144778 0.71930813]
[0.4985024  0.64923189 0.75627256]
[0.03073632 0.44900517 0.60900855]
[0.59018368 0.622796   0.74917913]
[0.86160536 0.00497678 0.26606345]
[0.04961828 0.26070547 0.21943607]
[0.75106916 0.97738434 0.03130644]
[0.91955459 0.07948962 0.53010206]
[0.59011645 0.29277027 0.88018167]
[0.41632788 0.72713925 0.8126792 ]
[0.99500495 0.30440434 0.85614524]
[0.36937813 0.00905703 0.18833377]
[0.93123825 0.94512869 0.89863522]
[0.24184888 0.62569658 0.01255172]
[0.26068889 0.02238415 0.77753623]
[0.9836255  0.84361815 0.74400114]
[0.6542801  0.49023756 0.03716319]
[0.16636835 0.41693654 0.51435448]
[0.88399366 0.52172708 0.51667196]
[0.8393125  0.09003306 0.42967336]
[0.46599976 0.35121748 0.91949313]
[0.68222604 0.2296693  0.64658212]
[0.85740925 0.93987359 0.4186974 ]
[0.43662532 0.26453314 0.50073225]
[0.37918847 0.09044541 0.93646489]
[0.06147761 0.82114896 0.19473324]
[0.65628205 0.29223942 0.23636798]
[0.48639776 0.92820759 0.21551696]
[0.51030096 0.31015374 0.96074518]
[0.91611541 0.17606314 0.87065017]
[0.67880314 0.2651625  0.15328817]
[0.73062818 0.56623111 0.63459636]
[0.99229151 0.44240967 0.87928742]
[0.16659519 0.87446219 0.12400978]
[0.19170921 0.15852967 0.6129649 ]
[0.95201226 0.13934191 0.88936804]
[0.68308806 0.17923762 0.53219669]
